datum,castka,typ,nazev_protiuctu,zprava_pro_prijemce,ks,vs,ss,poznamka
12.05.2021,"-592,90 CZK",Bezhotovostní platba,,"pp#16044 FO 1268/2021, cen:vs, pruzkum-na-predmet-kontaktni-kampane, click4survey-sro",NA,20210247,42021,"pp#16044 FO 1268/2021, cen:vs, pruzkum-na-predmet-kontaktni-kampane, click4survey-sro"
12.05.2021,"-35 000,00 CZK",Okamžitá odchozí platba,,"pp#16038 FO 1262/2021, jhm:p, odmena-volebni-manazerka-duben, nikola-vlckova",308,2101001,42021,"pp#16038 FO 1262/2021, jhm:p, odmena-volebni-manazerka-duben, nikola-vlckova"
12.05.2021,"-5 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *5WG2D4FSG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 11.5.2021, částka  5000.00 CZK",NA,6835,NA,"Nákup: FACEBK *5WG2D4FSG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 11.5.2021, částka  5000.00 CZK"
11.05.2021,"-312 772,90 CZK",Bezhotovostní platba,,"pp#16041 FO 1265/2021, cen:vs, sluzby-spojene-s-vyrobou-videi-diky-hejtmani-ockovani, beefbrothers-sro",NA,5821,42021,"pp#16041 FO 1265/2021, cen:vs, sluzby-spojene-s-vyrobou-videi-diky-hejtmani-ockovani, beefbrothers-sro"
11.05.2021,"-22 000,00 CZK",Bezhotovostní platba,,"pp#16034 FO 1258/2021, cen:vs, specialista-onlinemarketingu-pro-kampan-duben-2021, jakub-ondracek",NA,2021001,42021,"pp#16034 FO 1258/2021, cen:vs, specialista-onlinemarketingu-pro-kampan-duben-2021, jakub-ondracek"
11.05.2021,"-2 869,90 CZK",Platba převodem uvnitř banky,,"pp#16033 FO 1257/2021, jhc:p, 1000-placek-37-mm-se-spendlikem-odznaky-buttony, reklamnitechnologiecz",NA,20212661,42021,"pp#16033 FO 1257/2021, jhc:p, 1000-placek-37-mm-se-spendlikem-odznaky-buttony, reklamnitechnologiecz"
11.05.2021,"-4 720,00 CZK",Platba převodem uvnitř banky,,"pp#16031 FO 1255/2021, cen:vs, sablony-pirati-a-stan-social, vratislav-filipek",NA,20210018,42021,"pp#16031 FO 1255/2021, cen:vs, sablony-pirati-a-stan-social, vratislav-filipek"
11.05.2021,"-3 630,00 CZK",Bezhotovostní platba,,"pp#16013 FO 1235/2021, cen:vs, doprava-po-praze-koalicni-noviny-pro-snemovni-volby-2021-jarni-vlna, luova-publishing-sro",NA,1321,42021,"pp#16013 FO 1235/2021, cen:vs, doprava-po-praze-koalicni-noviny-pro-snemovni-volby-2021-jarni-vlna, luova-publishing-sro"
11.05.2021,"-56 700,00 CZK",Bezhotovostní platba,,"pp#16012 FO 1234/2021, cen:vs, graficka-koalicni-listy-jaro-2021, jarmila-palata",NA,92021,42021,"pp#16012 FO 1234/2021, cen:vs, graficka-koalicni-listy-jaro-2021, jarmila-palata"
11.05.2021,"-510,96 CZK",Platba převodem uvnitř banky,,"pp#16011 FO 1233/2021, cen:vs, krizovka, alfasoft-sro",NA,2021367,42021,"pp#16011 FO 1233/2021, cen:vs, krizovka, alfasoft-sro"
11.05.2021,"-40 000,00 CZK",Platba převodem uvnitř banky,,"pp#16004 FO 1226/2021, vys:p, proplaceni-prikazni-smlouva-prmm-jiri-svoboda-202104, jirisvobodahb",308,20210008,NA,"pp#16004 FO 1226/2021, vys:p, proplaceni-prikazni-smlouva-prmm-jiri-svoboda-202104, jirisvobodahb"
10.05.2021,"-65 587,00 CZK",Bezhotovostní platba,,"pp#16014 FO 1236/2021, cen:vs, fotograficke-prace, mga-vojtech-vlk",NA,20210031,42021,"pp#16014 FO 1236/2021, cen:vs, fotograficke-prace, mga-vojtech-vlk"
10.05.2021,"-15 000,00 CZK",Bezhotovostní platba,,"pp#16010 FO 1232/2021, cen:vs, ilustrace-komiks, david-borovicka",NA,21012,42021,"pp#16010 FO 1232/2021, cen:vs, ilustrace-komiks, david-borovicka"
10.05.2021,"-1 800,00 CZK",Bezhotovostní platba,,"pp#16005 FO 1227/2021, cen:vv, cestovne-duben, cestovne-ceske-drahy-a-regio-jet",NA,111,NA,"pp#16005 FO 1227/2021, cen:vv, cestovne-duben, cestovne-ceske-drahy-a-regio-jet"
10.05.2021,"-40 000,00 CZK",Bezhotovostní platba,,"pp#16001 FO 1223/2021, cen:vv, proplaceni-volebni-koordinator-202104, pavelstepanek",NA,4,NA,"pp#16001 FO 1223/2021, cen:vv, proplaceni-volebni-koordinator-202104, pavelstepanek"
10.05.2021,"-4 000,00 CZK",Bezhotovostní platba,,"pp#15999 FO 1221/2021, zlk:p, foceni-kandidatu, petr-vrabec",8,182021,42021,"pp#15999 FO 1221/2021, zlk:p, foceni-kandidatu, petr-vrabec"
10.05.2021,"-32 000,00 CZK",Bezhotovostní platba,,"pp#15998 FO 1220/2021, pha:p, proplaceni-sprava-socialnich-medii-ks-praha-202104, tomasvovsik",NA,20210009,42021,"pp#15998 FO 1220/2021, pha:p, proplaceni-sprava-socialnich-medii-ks-praha-202104, tomasvovsik"
10.05.2021,"-3 133,68 CZK",Platba převodem uvnitř banky,,"pp#15953 FO 1183/2021, pak:p, material-na-placky, reklamnitechnologiecz-sro",8,20212590,42021,"pp#15953 FO 1183/2021, pak:p, material-na-placky, reklamnitechnologiecz-sro"
10.05.2021,"-101 640,00 CZK",Bezhotovostní platba,,"pp#15752 FO 987/2021, cen:vs, stemmark-pruzkum, stemmark-as",308,20210203,42021,"pp#15752 FO 987/2021, cen:vs, stemmark-pruzkum, stemmark-as"
10.05.2021,"-786 500,00 CZK",Bezhotovostní platba,,"pp#15751 FO 986/2021, cen:vs, stemmark-pruzkum, stemmark-as",308,20210202,42021,"pp#15751 FO 986/2021, cen:vs, stemmark-pruzkum, stemmark-as"
08.05.2021,"-3 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *47WZ247VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 7.5.2021, částka  3000.00 CZK",NA,8267,NA,"Nákup: FACEBK *47WZ247VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 7.5.2021, částka  3000.00 CZK"
