baseInfo.accountBalance,baseInfo.paymentTypeId,baseInfo.accountingOrder,baseInfo.idTran,baseInfo.idZp,baseInfo.accountingTypeId,baseInfo.accountingTypeCode,baseInfo.ccTypeCode,baseInfo.bankReference,baseInfo.transactionTypeCode,baseInfo.transactionDescription,baseInfo.transactionNote,baseInfo.typeOfBreakdownCode,baseInfo.transactionGroupCode,baseInfo.generalTextList,baseInfo.accountAmountData.amount,baseInfo.accountAmountData.currencyCode,baseInfo.accountingDate.dayOfYear,baseInfo.accountingDate.dayOfWeek,baseInfo.accountingDate.month,baseInfo.accountingDate.dayOfMonth,baseInfo.accountingDate.year,baseInfo.accountingDate.monthValue,baseInfo.accountingDate.nano,baseInfo.accountingDate.hour,baseInfo.accountingDate.minute,baseInfo.accountingDate.second,baseInfo.accountingDate.chronology.calendarType,baseInfo.accountingDate.chronology.id,transactionTypeChoice.crossborderPayment,transactionTypeChoice.sepaCreditTransfer,transactionTypeChoice.tbca,transactionTypeChoice.fee,transactionTypeChoice.externalAccountTransaction,transactionTypeChoice.otherTransaction,transactionTypeChoice.domesticPayment.paymentAmountData,transactionTypeChoice.domesticPayment.exchangeRate,transactionTypeChoice.domesticPayment.partyName,transactionTypeChoice.domesticPayment.batchName,transactionTypeChoice.domesticPayment.transactionSystemComment,transactionTypeChoice.domesticPayment.debitingDate.dayOfYear,transactionTypeChoice.domesticPayment.debitingDate.dayOfWeek,transactionTypeChoice.domesticPayment.debitingDate.month,transactionTypeChoice.domesticPayment.debitingDate.dayOfMonth,transactionTypeChoice.domesticPayment.debitingDate.year,transactionTypeChoice.domesticPayment.debitingDate.monthValue,transactionTypeChoice.domesticPayment.debitingDate.nano,transactionTypeChoice.domesticPayment.debitingDate.hour,transactionTypeChoice.domesticPayment.debitingDate.minute,transactionTypeChoice.domesticPayment.debitingDate.second,transactionTypeChoice.domesticPayment.debitingDate.chronology.calendarType,transactionTypeChoice.domesticPayment.debitingDate.chronology.id,transactionTypeChoice.domesticPayment.partyAccount.internalAccount,transactionTypeChoice.domesticPayment.partyAccount.foreignAccount,transactionTypeChoice.domesticPayment.partyAccount.domesticAccount.accountNumber,transactionTypeChoice.domesticPayment.partyAccount.domesticAccount.bankCode,transactionTypeChoice.domesticPayment.symbols.variableSymbol,transactionTypeChoice.domesticPayment.symbols.specificSymbol,transactionTypeChoice.domesticPayment.symbols.constantSymbol,transactionTypeChoice.domesticPayment.message.message1,transactionTypeChoice.domesticPayment.message.message2,transactionTypeChoice.domesticPayment.message.message3,transactionTypeChoice.domesticPayment.message.message4
18061685.27,1,,CB0FSC2961,9477915543,3,D,11,202106210296104D,10,Odchozí úhrada,,,T,,-22440,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Mgr. Ivan Fojt,,,,,,,,,,,,,,,,,433921650247,0100,452021,,0000,volby PČR - Středočeská Třešni,čka,,
18123807.77,,,,9473046214,3,C,11,202106180077334C,11,Příchozí úhrada,,,T,,11000,CZK,169,FRIDAY,JUNE,18,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KRALOVEHRADECKÝ KRAJ,,,169,FRIDAY,JUNE,18,2021,6,0,0,0,0,iso8601,ISO,,,437168210257,0100,"","",0558,PŘEVOD OD KV KSČM HRADEC KRÁLOVÉ,,,
18112807.77,,,,9470322106,3,C,11,202106170123667C,11,Příchozí úhrada,,,T,,12584,CZK,168,THURSDAY,JUNE,17,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KRALOVEHRADECKÝ KRAJ,,,168,THURSDAY,JUNE,17,2021,6,0,0,0,0,iso8601,ISO,,,437168210257,0100,"","",0558,PŘEVOD OD KV KSČM HRADEC KRÁLOVÉ,,,
18100223.77,1,,CB0029AYEA,9470300920,3,D,11,202106170121584D,10,Odchozí úhrada,,,T,,-15649,CZK,168,THURSDAY,JUNE,17,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Tisk Sarpet s.r.o.,,,,,,,,,,,,,,,,,2201032673,2010,113314301,,,,,,
18104358.26,,,,9464447981,3,C,11,202106150468607C,11,Příchozí úhrada,,,T,,1010.59,CZK,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,,,,Výlepy WIP VS-211300732,,,
18103347.67,,,,9462054278,3,C,11,202106150004336C,11,Příchozí úhrada,,,T,,217.8,CZK,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Město Adamov,,,165,MONDAY,JUNE,14,2021,6,0,0,0,0,iso8601,ISO,,,191360055309,0800,2110129,,0000,"Vratka, mylná platba",,,
18115872.77,,,,9464661822,3,C,11,202106150508580C,11,Příchozí úhrada,,,T,,5000,CZK,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,OKRESNI VYBOR KSČM,,,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,338191,0100,0000032108,"",0000,TÚ PS Nymburk,,,
18110872.77,,,,9464447990,3,C,11,202106150468598C,11,Příchozí úhrada,,,T,,432,CZK,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,,,,Výlepy Sezimovo Ústí FA-210440,,,
18110440.77,,,,9464447989,3,C,11,202106150468599C,11,Příchozí úhrada,,,T,,432,CZK,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,,,,Výlepy Sezimovo Ústí FA-210385,,,
18110008.77,,,,9464447988,3,C,11,202106150468600C,11,Příchozí úhrada,,,T,,645,CZK,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,,,,Výlepy RENGL VS-1012443,,,
18109363.77,,,,9464447987,3,C,11,202106150468601C,11,Příchozí úhrada,,,T,,645,CZK,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,,,,Výlepy RENGL VS-1012509,,,
18108718.77,,,,9464447986,3,C,11,202106150468602C,11,Příchozí úhrada,,,T,,432,CZK,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,,,,Výlepy Sezimovo Ústí FA-210457,,,
18108286.77,,,,9464447985,3,C,11,202106150468603C,11,Příchozí úhrada,,,T,,344,CZK,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,,,,Výlepy Soběslav,,,
18107942.77,,,,9464447984,3,C,11,202106150468604C,11,Příchozí úhrada,,,T,,645,CZK,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,,,,Výlepy RENGL VS-1012689,,,
18107297.77,,,,9464447983,3,C,11,202106150468605C,11,Příchozí úhrada,,,T,,792,CZK,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,,,,Výlepy Sezimovo Ústí FA-210441,,,
18106505.77,,,,9464447982,3,C,11,202106150468606C,11,Příchozí úhrada,,,T,,2147.51,CZK,166,TUESDAY,JUNE,15,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,,,,Výlepy WIP VS-211300717,,,
18097129.87,,,,9458473127,3,C,11,202106140372820C,11,Příchozí úhrada,,,T,,50000,CZK,165,MONDAY,JUNE,14,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,247488204,0300,32103,,,Na volby do PS 2021,,,
18103129.87,,,,9460974622,3,C,11,202106140526755C,11,Příchozí úhrada,,,T,,6000,CZK,165,MONDAY,JUNE,14,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTIC.STR.CECH,,,,,,,,,,,,,,,,,297344049,0300,35202,,,převod od OV KSČM Jičín,,,
18052420.87,,,,9452679143,3,C,11,202106110048072C,11,Příchozí úhrada,,,T,,281541.85,CZK,162,FRIDAY,JUNE,11,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,15183073,0300,34200,,0558,,,,
18047129.87,1,,CB0FMI7461,9453618430,3,D,11,202106110298544D,10,Odchozí úhrada,,,T,,-2000,CZK,162,FRIDAY,JUNE,11,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Anna Doležalová,,,,,,,,,,,,,,,,,290564153,0800,162021,,0000,volby PČR - hudební produkce,,,
18049129.87,1,,CB0FMI7462,9453618429,3,D,11,202106110298553D,10,Odchozí úhrada,,,T,,-3291,CZK,162,FRIDAY,JUNE,11,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1022180,,0000,volby PČR - výlep,,,
17770879.02,,,,9450707183,3,C,11,202106100286893C,11,Příchozí úhrada,,,T,,3291,CZK,161,THURSDAY,JUNE,10,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,OKRESNÍ VÝBOR KSČM,,,161,THURSDAY,JUNE,10,2021,6,0,0,0,0,iso8601,ISO,,,2237511,0100,0000035201,"",0558,,,,
17875891.61,1,,CB0FK53300,9447511189,3,D,11,202106090178597D,10,Odchozí úhrada,,,T,,-119717.4,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,VLTAVA LABE MEDIA a.s.,,,,,,,,,,,,,,,,,1033041444,5500,"",,0000,volby PČR - inzerce,,,
17767588.02,1,,CB0FK53295,9447511215,3,D,11,202106090178590D,10,Odchozí úhrada,,,T,,-217.8,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Město Adamov,,,,,,,,,,,,,,,,,191360055309,0800,2110129,,0000,volby PČR - výlep,,,
17767805.82,1,,CB0FK53294,9447511214,3,D,11,202106090178589D,10,Odchozí úhrada,,,T,,-420,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Statutární město Brno,,,,,,,,,,,,,,,,,438206670217,0100,1011800555,,0000,volby PČR - zábor,,,
17768225.82,1,,CB0FK53301,9447511213,3,D,11,202106090178601D,10,Odchozí úhrada,,,T,,-655.34,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,OSA - Ochranný svaz autorský p,,,,,,,,,,,,,,,,,190000235061,0100,430422106,,0000,volby PČR - odměna,,,
17768881.16,1,,CB0FK53293,9447511211,3,D,11,202106090178585D,10,Odchozí úhrada,,,T,,-750,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Nymburské kulturní centrum,,,,,,,,,,,,,,,,,2600578964,2010,210100005,,0000,volby PČR - výlep,,,
17769631.16,1,,CB0FK53290,9447511209,3,D,11,202106090178586D,10,Odchozí úhrada,,,T,,-860,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Statutární město Brno,,,,,,,,,,,,,,,,,438206670217,0100,1011800551,,0000,"volby PČR - umístění podia,ozv",učení,,
17770491.16,1,,CB0FK53297,9447511207,3,D,11,202106090178595D,10,Odchozí úhrada,,,T,,-1978,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1012951,,0000,volby PČR - výlep,,,
17772469.16,1,,CB0FK53302,9447511204,3,D,11,202106090178602D,10,Odchozí úhrada,,,T,,-2150,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021130176,,0000,volby PČR - prop.předměty,,,
17774619.16,1,,CB0FK53292,9447511202,3,D,11,202106090178587D,10,Odchozí úhrada,,,T,,-4537.5,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Dopravní podnik města Ústí nad,,,,,,,,,,,,,,,,,117397443,0300,103210057,,0000,volby PČR - pronájem reklamníc,h ploch,,
17779156.66,1,,CB0FK53299,9447511200,3,D,11,202106090178599D,10,Odchozí úhrada,,,T,,-7000,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Lenka Páslerová,,,,,,,,,,,,,,,,,1020190977,6100,202101,,0000,volby PČR - hudební vystoupení,,,
17786156.66,1,,CB0FK53298,9447511198,3,D,11,202106090178593D,10,Odchozí úhrada,,,T,,-12000,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Josef Bouda,,,,,,,,,,,,,,,,,1580420013,3030,122021,,0000,volby PČR - hudební produkce,,,
17798156.66,1,,CB0FK53291,9447511197,3,D,11,202106090178584D,10,Odchozí úhrada,,,T,,-15118.95,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,VLTAVA LABE MEDIA a.s.,,,,,,,,,,,,,,,,,1033041444,5500,2117009623,,0000,volby PČR - inzerce,,,
17813275.61,1,,CB0FK53296,9447511193,3,D,11,202106090178605D,10,Odchozí úhrada,,,T,,-16341,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1022364,,0000,volby PČR - výlep,,,
17829616.61,1,,CB0FK53303,9447511191,3,D,11,202106090178594D,10,Odchozí úhrada,,,T,,-46275,CZK,160,WEDNESDAY,JUNE,9,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Roman Roun,,,,,,,,,,,,,,,,,2785379063,0800,2021004,,0000,volby PČR - tisková konference,,,
18013487.41,1,,CB0FI33837,9440915995,3,D,11,202106070241538D,10,Odchozí úhrada,,,T,,-160930,CZK,158,MONDAY,JUNE,7,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,MARF s.r.o.,,,,,,,,,,,,,,,,,241299250,0300,1202100065,,0000,volby PČR - volební spoty,,,
18173972.41,,,,9440357543,3,C,11,202106070122170C,11,Příchozí úhrada,,,T,,445,CZK,158,MONDAY,JUNE,7,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTICKÁ STRANA,,,158,MONDAY,JUNE,7,2021,6,0,0,0,0,iso8601,ISO,,,433391,0100,0001012720,"",0000,,,,
18174417.41,,,,9440558174,3,C,11,202106070170031C,11,Příchozí úhrada,,,T,,445,CZK,158,MONDAY,JUNE,7,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTICKÁ STRANA,,,158,MONDAY,JUNE,7,2021,6,0,0,0,0,iso8601,ISO,,,433391,0100,0001012721,"",0000,,,,
17995609.01,1,,CB0FI33833,9440916004,3,D,11,202106070241536D,10,Odchozí úhrada,,,T,,-445,CZK,158,MONDAY,JUNE,7,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1012720,,0000,volby PČR - výlep,,,
17996054.01,1,,CB0FI33832,9440916002,3,D,11,202106070241533D,10,Odchozí úhrada,,,T,,-445,CZK,158,MONDAY,JUNE,7,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1012721,,0000,volby PČR - výlep,,,
17996499.01,1,,CB0FI33835,9440916000,3,D,11,202106070241540D,10,Odchozí úhrada,,,T,,-907.5,CZK,158,MONDAY,JUNE,7,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"BigMedia, spol. s r.o.",,,,,,,,,,,,,,,,,2111258839,2700,4212101007,,0000,volby PČR - plakát,,,
17997406.51,1,,CB0FI33836,9440915999,3,D,11,202106070241541D,10,Odchozí úhrada,,,T,,-7852.9,CZK,158,MONDAY,JUNE,7,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"BigMedia, spol. s r.o.",,,,,,,,,,,,,,,,,2111258839,2700,4202103964,,0000,volby PČR - pronájem panelů,,,
18005259.41,1,,CB0FI33834,9440915997,3,D,11,202106070241544D,10,Odchozí úhrada,,,T,,-8228,CZK,158,MONDAY,JUNE,7,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,VENDI s.r.o.,,,,,,,,,,,,,,,,,9604410247,0100,2100331,,0000,volby PČR - nájem plochy,,,
18265048.18,1,,CB0FGB8308,9435190896,3,D,11,202106030147638D,10,Odchozí úhrada,,,T,,-258000,CZK,154,THURSDAY,JUNE,3,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,"",,0000,volby PČR - vytváření grafický,ch příspěvků,,
18173527.41,1,,CB0FGB8306,9435190906,3,D,11,202106030147639D,10,Odchozí úhrada,,,T,,-770.77,CZK,154,THURSDAY,JUNE,3,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Kulturní a informační středisk,,,,,,,,,,,,,,,,,789648090257,0100,2021004,,0000,volby PČR - výlep,,,
18174298.18,1,,CB0FGB8307,9435190901,3,D,11,202106030147635D,10,Odchozí úhrada,,,T,,-18876,CZK,154,THURSDAY,JUNE,3,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,VENDI s.r.o.,,,,,,,,,,,,,,,,,9604410247,0100,2100334,,0000,volby PČR - nájem plochy na au,tobuse,,
18193174.18,1,,CB0FGB8309,9435190898,3,D,11,202106030147637D,10,Odchozí úhrada,,,T,,-71874,CZK,154,THURSDAY,JUNE,3,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,"",,0000,volby PČR - omalovánky,,,
18543940.18,1,,CB0FFN9029,9432969952,3,D,11,202106020174530D,10,Odchozí úhrada,,,T,,-16698,CZK,153,WEDNESDAY,JUNE,2,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RAILREKLAM, spol. s r.o.",,,,,,,,,,,,,,,,,1387406850,2700,2111627,,0000,volby PČR - instalace plakátů,,,
18523048.18,1,,CB0FFN9031,9432969967,3,D,11,202106020174525D,10,Odchozí úhrada,,,T,,-2500,CZK,153,WEDNESDAY,JUNE,2,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Miroslav Basl,,,,,,,,,,,,,,,,,169535043,0800,202102,,0000,volby PČR - doprava,,,
18525548.18,1,,CB0FFN9030,9432969963,3,D,11,202106020174526D,10,Odchozí úhrada,,,T,,-5808,CZK,153,WEDNESDAY,JUNE,2,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RAILREKLAM, spol. s r.o.",,,,,,,,,,,,,,,,,1387406850,2700,2120241,,0000,volby PČR - instalace plakátů,,,
18531356.18,1,,CB0FFN9028,9432969959,3,D,11,202106020174524D,10,Odchozí úhrada,,,T,,-12584,CZK,153,WEDNESDAY,JUNE,2,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"CONFIDENCE MEDIA, s.r.o.",,,,,,,,,,,,,,,,,175221868,0300,2120101,,0000,volby PČR - pronájem,,,
18569896.38,1,,CB0FEB7446,9425253533,3,D,11,202105310172937D,10,Odchozí úhrada,,,T,,-5082,CZK,151,MONDAY,MAY,31,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,OHŘE MEDIA spol. s r.o.,,,,,,,,,,,,,,,,,786662550287,0100,103722021,,0000,volby PČR - inzerce,,,
18560638.18,1,,CB0FEB7444,9425253537,3,D,11,202105310172944D,10,Odchozí úhrada,,,T,,-432,CZK,151,MONDAY,MAY,31,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,Město Velké Opatovice,,,,,,,,,,,,,,,,,194879770257,0100,210305,,0000,volby PČR - výlep,,,
18561070.18,1,,CB0FEB7447,9425253536,3,D,11,202105310172936D,10,Odchozí úhrada,,,T,,-871.2,CZK,151,MONDAY,MAY,31,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,SVITAVSKÁ TISKÁRNA s.r.o.,,,,,,,,,,,,,,,,,438745970227,0100,210100156,,0000,volby PČR - plakáty,,,
18561941.38,1,,CB0FEB7445,9425253535,3,D,11,202105310172932D,10,Odchozí úhrada,,,T,,-2995,CZK,151,MONDAY,MAY,31,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,Ing. Marcela Zachová,,,,,,,,,,,,,,,,,6701002203586490,6210,210178,,0000,volby PČR - zapůjčení lodí,,,
18564936.38,1,,CB0FEB7448,9425253534,3,D,11,202105310172935D,10,Odchozí úhrada,,,T,,-4960,CZK,151,MONDAY,MAY,31,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,Lenka Horáková,,,,,,,,,,,,,,,,,4188699033,0800,2021016,,0000,volby PČR - výlep,,,
18597892.6,1,,CB0FD30018,9418309728,3,D,11,202105270118159D,10,Odchozí úhrada,,,T,,-149400,CZK,147,THURSDAY,MAY,27,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110175,,0000,volby PČR - leták,,,
18747292.6,,,,9418078587,3,C,11,202105270073706C,11,Příchozí úhrada,,,T,,2700,CZK,147,THURSDAY,MAY,27,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTICKÁ STRANA,,,147,THURSDAY,MAY,27,2021,5,0,0,0,0,iso8601,ISO,,,1234431,0100,0020210008,"",0308,FOTO kandidátů do PS 2021- OV KSČM,Děčín,,
18574978.38,1,,CB0FD30019,9418309735,3,D,11,202105270118156D,10,Odchozí úhrada,,,T,,-455,CZK,147,THURSDAY,MAY,27,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,Technické služby města Benátky,,,,,,,,,,,,,,,,,28827181,0100,321059,,0000,volby PČR - výlep,,,
18575433.38,1,,CB0FD30015,9418309734,3,D,11,202105270118149D,10,Odchozí úhrada,,,T,,-871.2,CZK,147,THURSDAY,MAY,27,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,SVITAVSKÁ TISKÁRNA s.r.o.,,,,,,,,,,,,,,,,,438745970227,0100,210100109,,0000,volby PČR - tisk plakátů,,,
18576304.58,1,,CB0FD30016,9418309733,3,D,11,202105270118150D,10,Odchozí úhrada,,,T,,-1619,CZK,147,THURSDAY,MAY,27,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1012440,,0000,volby PČR - výlep,,,
18577923.58,1,,CB0FD30017,9418309732,3,D,11,202105270118154D,10,Odchozí úhrada,,,T,,-2686,CZK,147,THURSDAY,MAY,27,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1012508,,0000,volby PČR - výlep,,,
18580609.58,1,,CB0FD30021,9418309731,3,D,11,202105270118157D,10,Odchozí úhrada,,,T,,-2700,CZK,147,THURSDAY,MAY,27,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,Oskar Goliáš,,,,,,,,,,,,,,,,,925775369,0800,20210008,,0000,volby PČR - portrétní foto,,,
18583309.58,1,,CB0FD30020,9418309730,3,D,11,202105270118158D,10,Odchozí úhrada,,,T,,-5145.02,CZK,147,THURSDAY,MAY,27,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,Compag Mladá Boleslav s.r.o.,,,,,,,,,,,,,,,,,5708892,0800,121000416,,0000,volby PČR - výlep,,,
18588454.6,1,,CB0FD30022,9418309729,3,D,11,202105270118155D,10,Odchozí úhrada,,,T,,-9438,CZK,147,THURSDAY,MAY,27,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,Mgr. Ivan Fojt,,,,,,,,,,,,,,,,,433921650247,0100,402021,,0000,volby PČR - plakáty,,,
18737866.6,1,,CB0FCH5424,9416080823,3,D,11,202105260168039D,10,Odchozí úhrada,,,T,,-4421.34,CZK,146,WEDNESDAY,MAY,26,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,Kulturní zařízení města Valašs,,,,,,,,,,,,,,,,,437851,0100,210057,,0000,volby PČR - výlep,,,
18744592.6,,,,9416089141,3,C,11,202105260168030C,11,Příchozí úhrada,,,T,,10000,CZK,146,WEDNESDAY,MAY,26,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,KSČM,,,,,,,,,,,,,,,,,478648033,0300,36102,,0000,Vrzalová Helena - fin.dar volb,y PČR,,
18734592.6,1,,CB0FCH5420,9416080829,3,D,11,202105260168034D,10,Odchozí úhrada,,,T,,-217.8,CZK,146,WEDNESDAY,MAY,26,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,Město Adamov,,,,,,,,,,,,,,,,,191360055309,0800,2110101,,0000,voolby PČR - výlep,,,
18734810.4,1,,CB0FCH5423,9416080828,3,D,11,202105260168038D,10,Odchozí úhrada,,,T,,-300,CZK,146,WEDNESDAY,MAY,26,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,"Kultura Rychnov nad Kněžnou, s",,,,,,,,,,,,,,,,,1186126369,0800,1210083,,0000,volby PČR - výlep,,,
18735110.4,1,,CB0FCH5419,9416080827,3,D,11,202105260168031D,10,Odchozí úhrada,,,T,,-450,CZK,146,WEDNESDAY,MAY,26,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,Městské kulturní středisko Let,,,,,,,,,,,,,,,,,1360856309,0800,200023,,0000,volby PČR - inzerce,,,
18735560.4,1,,CB0FCH5421,9416080826,3,D,11,202105260168033D,10,Odchozí úhrada,,,T,,-500,CZK,146,WEDNESDAY,MAY,26,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,Městské kulturní středisko Let,,,,,,,,,,,,,,,,,1360856309,0800,200029,,0000,volby PČR - výlep,,,
18736060.4,1,,CB0FCH5422,9416080825,3,D,11,202105260168041D,10,Odchozí úhrada,,,T,,-871.2,CZK,146,WEDNESDAY,MAY,26,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,TSM Semily s.r.o.,,,,,,,,,,,,,,,,,1077658200297,0100,2100278,,0000,volby PČR - výlep,,,
18736931.6,1,,CB0FCH5425,9416080824,3,D,11,202105260168036D,10,Odchozí úhrada,,,T,,-935,CZK,146,WEDNESDAY,MAY,26,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1012609,,0000,volby PČR - výlep,,,
18742287.94,,,,9413440774,3,C,11,202105250190417C,11,Příchozí úhrada,,,T,,1700,CZK,145,TUESDAY,MAY,25,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,OKRESNÍ VÝBOR KOMUNI,,,145,TUESDAY,MAY,25,2021,5,0,0,0,0,iso8601,ISO,,,737221,0100,0000032112,"",0000,Převod od OV KSČM Rakovník,,,
18740587.94,,,,9409546737,3,C,11,202105240248964C,11,Příchozí úhrada,,,T,,4080.3,CZK,144,MONDAY,MAY,24,2021,5,0,0,0,0,iso8601,ISO,,,,,,,,,OV KSČM KOMUNISTICKÉ,,,144,MONDAY,MAY,24,2021,5,0,0,0,0,iso8601,ISO,,,839631,0100,"","",0000,Převod od OV KSČM Blansko,,,
