date,amount,type,contra_account_name,message_for_recipient,ks,vs,ss,note,entity_name,text,prediction_new_data
2021-07-26,-605,Bezhotovostní platba,"",výroba dárkového šeku,308,210100115,,výroba dárkového šeku,trikolora,vyroba darkoveho seku vyroba darkoveho seku,d
2021-07-26,-36638.8,Bezhotovostní platba,"",platba za grafiku a reklamní předměty Karlovarský kraj,308,210100114,,platba za grafiku a reklamní předměty Karlovarský kraj,trikolora,platba za grafiku a reklamni predmety Karlovarsky kraj platba za grafiku a reklamni predmety Karlovarsky kraj,d
2021-07-23,-20000,Karetní transakce,"","Nákup: FACEBK *GRCXV5FZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.7.2021, částka  20000.00 CZK",,6981,,"Nákup: FACEBK *GRCXV5FZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.7.2021, částka  20000.00 CZK",trikolora,"Nakup: FACEBK *GRCXV5FZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.7.2021, castka 20000.00 CZK Nakup: FACEBK *GRCXV5FZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.7.2021, castka 20000.00 CZK",f
2021-07-20,1250000,Platba převodem uvnitř banky,Svobodní,Vklad Svobodných na volební účet podporovaného subjektu Trikolora Svobodní Soukromníci,,71339612,,Vklad Svobodných na volební účet podporovaného subjektu Trikolora Svobodní Soukromníci,trikolora,Vklad Svobodnych na volebni ucet podporovaneho subjektu Trikolora Svobodni Soukromnici Vklad Svobodnych na volebni ucet podporovaneho subjektu Trikolora Svobodni Soukromnici,d
2021-07-20,-2044.9,Platba převodem uvnitř banky,"",Platba za nový polep petičního stánku,308,22121032,,Platba za nový polep petičního stánku,trikolora,Platba za novy polep peticniho stanku Platba za novy polep peticniho stanku,o
2021-07-20,-242000,Bezhotovostní platba,"",Dobrý den s Kurýrem platba TSS Zlínský Kraj,308,1122130060,,Dobrý den s Kurýrem platba TSS Zlínský Kraj,trikolora,Dobry den s Kuryrem platba TSS Zlinsky Kraj Dobry den s Kuryrem platba TSS Zlinsky Kraj,d
2021-07-20,-9743,Bezhotovostní platba,"",platba za deštníky - volební kampaň,308,51210012,,platba za deštníky - volební kampaň,trikolora,platba za destniky - volebni kampan platba za destniky - volebni kampan,d
2021-07-20,-7260,Bezhotovostní platba,"",platba Hertzmann - český volič,308,21061,,platba Hertzmann - český volič,trikolora,platba Hertzmann - cesky volic platba Hertzmann - cesky volic,d
2021-07-20,-55696.3,Bezhotovostní platba,"",Výroba triček pro volební kampaň Brnad,308,51210013,,Výroba triček pro volební kampaň Brnad,trikolora,Vyroba tricek pro volebni kampan Brnad Vyroba tricek pro volebni kampan Brnad,p
2021-07-19,-6445.98,Karetní transakce,"","Nákup: FACEBK *6BYAY5XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.7.2021, částka  6445.98 CZK",,6981,,"Nákup: FACEBK *6BYAY5XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.7.2021, částka  6445.98 CZK",trikolora,"Nakup: FACEBK *6BYAY5XZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.7.2021, castka 6445.98 CZK Nakup: FACEBK *6BYAY5XZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.7.2021, castka 6445.98 CZK",f
2021-07-17,-20000,Karetní transakce,"","Nákup: FACEBK *JAGHD532W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.7.2021, částka  20000.00 CZK",,6981,,"Nákup: FACEBK *JAGHD532W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.7.2021, částka  20000.00 CZK",trikolora,"Nakup: FACEBK *JAGHD532W2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.7.2021, castka 20000.00 CZK Nakup: FACEBK *JAGHD532W2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.7.2021, castka 20000.00 CZK",f
2021-07-15,5e+06,Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet - Trikolora podíl,,,,Převod prostředků na volební výdajový účet - Trikolora podíl,trikolora,Prevod prostredku na volebni vydajovy ucet - Trikolora podil Prevod prostredku na volebni vydajovy ucet - Trikolora podil,d
2021-07-15,-90750,Bezhotovostní platba,"",Platba Our Media - reklamní plochy,308,210100161,,Platba Our Media - reklamní plochy,trikolora,Platba Our Media - reklamni plochy Platba Our Media - reklamni plochy,o
2021-07-15,-2500,Bezhotovostní platba,"",tvorba vide z události 23.06. 2021 Riegrovy Sady,308,2,,tvorba videa z události 23.06. 2021 Riegrovy Sady,trikolora,tvorba vide z udalosti 23.06. 2021 Riegrovy Sady tvorba videa z udalosti 23.06. 2021 Riegrovy Sady,p
2021-07-15,-9438,Bezhotovostní platba,"",platba za Riegrovi Sady 23.6. - volební mítink,308,210100026,,platba za Riegrovi Sady 23.6. hudební produkce - volební mítink,trikolora,platba za Riegrovi Sady 23.6. - volebni mitink platba za Riegrovi Sady 23.6. hudebni produkce - volebni mitink,d
2021-07-15,-3734.06,Bezhotovostní platba,"",tisk letáků a bilboardového papíru - Ústecký Kraj,308,2100317,,tisk letáků a bilboardového papíru - Ústecký Kraj,trikolora,tisk letaku a bilboardoveho papiru - Ustecky Kraj tisk letaku a bilboardoveho papiru - Ustecky Kraj,i
2021-07-15,-60500,Bezhotovostní platba,"",platba za inzerci v novinách,308,2121014347,,Platba Mafra (Metro 5+2),trikolora,platba za inzerci v novinach Platba Mafra (Metro 5+2),i
2021-07-15,-12000,Platba převodem uvnitř banky,"",startovné Trikolora Vysočina,308,221,,předvolební akce v závodech Dračích Lodí,trikolora,startovne Trikolora Vysocina predvolebni akce v zavodech Dracich Lodi,d
2021-07-15,-4602,Bezhotovostní platba,"",platba za letáky kampaň a den daňové svobody,308,31201182,,platba za letáky kampaň a den daňové svobody - Kraj Vysočina,trikolora,platba za letaky kampan a den danove svobody platba za letaky kampan a den danove svobody - Kraj Vysocina,i
2021-07-15,-785231.18,Bezhotovostní platba,"","Platba za inzerci, reklamu 06/21 CanMedia",308,2021136,,"Platba za inzerci, reklamu 06/21 CanMedia",trikolora,"Platba za inzerci, reklamu 06/21 CanMedia Platba za inzerci, reklamu 06/21 CanMedia",d
2021-07-15,-111763,Bezhotovostní platba,"",doúčtování za 06/21 mediální a PR kampaň Brand,308,21210021,,doúčtování za 06/21 mediální a PR kampaň Brand,trikolora,douctovani za 06/21 medialni a PR kampan Brand douctovani za 06/21 medialni a PR kampan Brand,p
2021-07-13,-181681.5,Bezhotovostní platba,"",platba za rebranding volebních stanů,308,210100442,,platba za rebranding volebních stanů,trikolora,platba za rebranding volebnich stanu platba za rebranding volebnich stanu,d
2021-07-13,-126391,Bezhotovostní platba,"",Trikolora svobodní Soukromníci výlepové plochy,308,1022514,,Platba za Rengl - Výlepové plochy Ústecký kraj,trikolora,Trikolora svobodni Soukromnici vylepove plochy Platba za Rengl - Vylepove plochy Ustecky kraj,o
2021-07-13,-20201.87,Karetní transakce,"","Nákup: FACEBK *ZUAXS5XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.7.2021, částka  20201.87 CZK",,6981,,"Nákup: FACEBK *ZUAXS5XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.7.2021, částka  20201.87 CZK",trikolora,"Nakup: FACEBK *ZUAXS5XZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.7.2021, castka 20201.87 CZK Nakup: FACEBK *ZUAXS5XZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.7.2021, castka 20201.87 CZK",f
2021-07-13,181681.5,Bezhotovostní příjem,CLEARING SUSPENSE,Neexistující účet - číslo účtu 238809301,6,210100442,,CLEARING SUSPENSE,trikolora,Neexistujici ucet - cislo uctu 238809301 CLEARING SUSPENSE,d
2021-07-10,-20000,Karetní transakce,"","Nákup: FACEBK *RH4AK5FZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.7.2021, částka  20000.00 CZK",,6981,,"Nákup: FACEBK *RH4AK5FZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.7.2021, částka  20000.00 CZK",trikolora,"Nakup: FACEBK *RH4AK5FZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.7.2021, castka 20000.00 CZK Nakup: FACEBK *RH4AK5FZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.7.2021, castka 20000.00 CZK",f
2021-07-09,-181681.5,Bezhotovostní platba,"",platba za rebranding volebních stanů,308,210100442,,platba za rebranding volebních stanů,trikolora,platba za rebranding volebnich stanu platba za rebranding volebnich stanu,d
2021-07-09,-47238.18,Platba převodem uvnitř banky,"",platba za samolepky volební kampaň TSS,308,275,,"platba za samolepky volební kampaň TSS, Papyrus s.r.o.",trikolora,"platba za samolepky volebni kampan TSS platba za samolepky volebni kampan TSS, Papyrus s.r.o.",p
2021-07-09,-87287,Bezhotovostní platba,"",doplatek za tiskovou konferenci 17.6. Brand Institut,308,21210020,,doplatek za tiskovou konferenci 17.6. Brand Institut,trikolora,doplatek za tiskovou konferenci 17.6. Brand Institut doplatek za tiskovou konferenci 17.6. Brand Institut,d
2021-07-09,-90750,Bezhotovostní platba,"",platba parlamentní listy Our Media,308,210100128,,platba parlamentní listy Our Media,trikolora,platba parlamentni listy Our Media platba parlamentni listy Our Media,p
2021-07-08,-20000,Karetní transakce,"","Nákup: FACEBK *PBAFH5FZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 7.7.2021, částka  20000.00 CZK",,6981,,"Nákup: FACEBK *PBAFH5FZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 7.7.2021, částka  20000.00 CZK",trikolora,"Nakup: FACEBK *PBAFH5FZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 7.7.2021, castka 20000.00 CZK Nakup: FACEBK *PBAFH5FZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 7.7.2021, castka 20000.00 CZK",f
2021-07-05,-12500,Karetní transakce,"","Nákup: FACEBK *FXJSL5XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.7.2021, částka  12500.00 CZK",,6981,,"Nákup: FACEBK *FXJSL5XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.7.2021, částka  12500.00 CZK",trikolora,"Nakup: FACEBK *FXJSL5XZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.7.2021, castka 12500.00 CZK Nakup: FACEBK *FXJSL5XZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.7.2021, castka 12500.00 CZK",f
2021-07-05,-9000,Karetní transakce,"","Nákup: FACEBK *NG5SZ472W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 3.7.2021, částka  9000.00 CZK",,6981,,"Nákup: FACEBK *NG5SZ472W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 3.7.2021, částka  9000.00 CZK",trikolora,"Nakup: FACEBK *NG5SZ472W2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 3.7.2021, castka 9000.00 CZK Nakup: FACEBK *NG5SZ472W2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 3.7.2021, castka 9000.00 CZK",f
2021-07-03,-6000,Karetní transakce,"","Nákup: FACEBK *SGSBU5BZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 2.7.2021, částka  6000.00 CZK",,6981,,"Nákup: FACEBK *SGSBU5BZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 2.7.2021, částka  6000.00 CZK",trikolora,"Nakup: FACEBK *SGSBU5BZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 2.7.2021, castka 6000.00 CZK Nakup: FACEBK *SGSBU5BZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 2.7.2021, castka 6000.00 CZK",f
2021-07-02,-4000,Karetní transakce,"","Nákup: FACEBK *9VP9Y472W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.7.2021, částka  4000.00 CZK",,6981,,"Nákup: FACEBK *9VP9Y472W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.7.2021, částka  4000.00 CZK",trikolora,"Nakup: FACEBK *9VP9Y472W2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.7.2021, castka 4000.00 CZK Nakup: FACEBK *9VP9Y472W2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 1.7.2021, castka 4000.00 CZK",f
2021-07-02,1250000,Platba převodem uvnitř banky,Svobodní,Vklad Svobodných na volební účet podporovaného subjektu Trikolora Svobodní Soukromníci,,71339612,,Vklad Svobodných na volební účet podporovaného subjektu Trikolora Svobodní Soukromníci,trikolora,Vklad Svobodnych na volebni ucet podporovaneho subjektu Trikolora Svobodni Soukromnici Vklad Svobodnych na volebni ucet podporovaneho subjektu Trikolora Svobodni Soukromnici,d
2021-07-01,-4356,Platba převodem uvnitř banky,"",polep vozu,,11210436,,Polep vozu Trikolóra OLMK ZMZ,trikolora,polep vozu Polep vozu Trikolora OLMK ZMZ,o
2021-07-01,-52500,Bezhotovostní platba,"",doplatek za grafické služby,308,2120019,,doplatek za grafické služby Brand Institute,trikolora,doplatek za graficke sluzby doplatek za graficke sluzby Brand Institute,p
2021-07-01,-30330,Bezhotovostní platba,"",doplatek za kampaň za 05/21,308,21210016,,"doplatek za kampaň za 05/21, DPH Brand Institute",trikolora,"doplatek za kampan za 05/21 doplatek za kampan za 05/21, DPH Brand Institute",d
2021-07-01,-4200,Bezhotovostní platba,"",doplatek za web pravozit.cz,308,21210018,,"doplatek za web a jeho tvorbu, DPH Brand Institute",trikolora,"doplatek za web pravozit.cz doplatek za web a jeho tvorbu, DPH Brand Institute",d
2021-07-01,-3872,Bezhotovostní platba,"",platba za letáky Den daňové svobody,308,210350,,platba za letáky Den daňové svobody-Středočeský kraj,trikolora,platba za letaky Den danove svobody platba za letaky Den danove svobody-Stredocesky kraj,i
2021-07-01,-5566,Platba převodem uvnitř banky,"",letáky den DS Praha,308,22121024,,letáky den Daňové svobody Praha,trikolora,letaky den DS Praha letaky den Danove svobody Praha,i
2021-07-01,-2490.18,Bezhotovostní platba,"",platba letáky a pultík Ústecký kraj,308,2191281,,platba letáky a pultík Ústecký kraj,trikolora,platba letaky a pultik Ustecky kraj platba letaky a pultik Ustecky kraj,i
2021-07-01,-6025.8,Bezhotovostní platba,"",letáky 5000ks,308,210100100,,letáky 5000ks - Karlovarský Kraj zahájení kampaně,trikolora,letaky 5000ks letaky 5000ks - Karlovarsky Kraj zahajeni kampane,i
2021-07-01,-3e+05,Bezhotovostní platba,"",platba za PR služby a inzerci TSS,308,51210010,,platba za PR služby a inzerci Brand Institute 07/21,trikolora,platba za PR sluzby a inzerci TSS platba za PR sluzby a inzerci Brand Institute 07/21,p
2021-07-01,-2500,Karetní transakce,"","Nákup: FACEBK *SLPR35PZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  2500.00 CZK",,6981,,"Nákup: FACEBK *SLPR35PZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  2500.00 CZK",trikolora,"Nakup: FACEBK *SLPR35PZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, castka 2500.00 CZK Nakup: FACEBK *SLPR35PZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, castka 2500.00 CZK",f
2021-07-01,-1750,Karetní transakce,"","Nákup: FACEBK *5MJ2Z432W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  1750.00 CZK",,6981,,"Nákup: FACEBK *5MJ2Z432W2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  1750.00 CZK",trikolora,"Nakup: FACEBK *5MJ2Z432W2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, castka 1750.00 CZK Nakup: FACEBK *5MJ2Z432W2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, castka 1750.00 CZK",f
2021-07-01,-500,Karetní transakce,"","Nákup: FACEBK *25LF35PZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  500.00 CZK",,6981,,"Nákup: FACEBK *25LF35PZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  500.00 CZK",trikolora,"Nakup: FACEBK *25LF35PZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, castka 500.00 CZK Nakup: FACEBK *25LF35PZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, castka 500.00 CZK",f
2021-07-01,-750,Karetní transakce,"","Nákup: FACEBK *YTCH35PZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  750.00 CZK",,6981,,"Nákup: FACEBK *YTCH35PZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  750.00 CZK",trikolora,"Nakup: FACEBK *YTCH35PZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, castka 750.00 CZK Nakup: FACEBK *YTCH35PZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, castka 750.00 CZK",f
2021-07-01,-500,Karetní transakce,"","Nákup: FACEBK *AZGUC4TZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  500.00 CZK",,6981,,"Nákup: FACEBK *AZGUC4TZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  500.00 CZK",trikolora,"Nakup: FACEBK *AZGUC4TZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, castka 500.00 CZK Nakup: FACEBK *AZGUC4TZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, castka 500.00 CZK",f
2021-07-01,-1250,Karetní transakce,"","Nákup: FACEBK *AMYZF5KZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  1250.00 CZK",,6981,,"Nákup: FACEBK *AMYZF5KZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  1250.00 CZK",trikolora,"Nakup: FACEBK *AMYZF5KZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, castka 1250.00 CZK Nakup: FACEBK *AMYZF5KZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, castka 1250.00 CZK",f
2021-06-23,-10527,Bezhotovostní platba,"",platba za samolepky volební kampaň TSS,308,51210009,,platba samolepek - volební kampaň celá ČR,trikolora,platba za samolepky volebni kampan TSS platba samolepek - volebni kampan cela CR,d
2021-06-23,-1984,Bezhotovostní platba,"",platba - koláčky 3k,308,21000626,,platba za koláčky - volební kampaň,trikolora,platba - kolacky 3k platba za kolacky - volebni kampan,d
2021-06-23,-50000,Bezhotovostní platba,"",produkce události zahájení volební kampaně - záloha,308,51210007,,záloha za volební událost - zahájení kampaně do parlamentu ČR 2021,trikolora,produkce udalosti zahajeni volebni kampane - zaloha zaloha za volebni udalost - zahajeni kampane do parlamentu CR 2021,p
2021-06-23,-26862,Platba převodem uvnitř banky,"",oboustranné letáky,308,22121022,,oboustranné letáky kampaň Celá ČR,trikolora,oboustranne letaky oboustranne letaky kampan Cela CR,i
2021-06-23,-18150,Platba převodem uvnitř banky,"",potisk transparentů TSS,308,22121019,,Potisk transparentů Coivd 19 tématika Tüsk,trikolora,potisk transparentu TSS Potisk transparentu Coivd 19 tematika Tusk,d
2021-06-18,90750,Bezhotovostní příjem,AUTOMATICKY VRÁCENO,NEEXISTUJÍCÍ ÚČET 3078630217,6,210100128,0,AUTOMATICKY VRÁCENO,trikolora,NEEXISTUJICI UCET 3078630217 AUTOMATICKY VRACENO,d
2021-06-16,-90750,Bezhotovostní platba,"",platba za kampaň  banery Trikolora Svobodní Soukromníci,308,210100128,,platba za Banerovou kampaň Parlamentní listy,trikolora,platba za kampan banery Trikolora Svobodni Soukromnici platba za Banerovou kampan Parlamentni listy,d
2021-06-16,-1936,Bezhotovostní platba,"",platba Letáky - Beroun Trikolora Svobodní Soukromníci,308,210325,,Platba za letáky - volební kampaň,trikolora,platba Letaky - Beroun Trikolora Svobodni Soukromnici Platba za letaky - volebni kampan,i
2021-06-16,-3e+05,Bezhotovostní platba,"",marketingové služby 06/2021,308,51210004,,marketingové služby 6/2021 Brand Institute,trikolora,marketingove sluzby 06/2021 marketingove sluzby 6/2021 Brand Institute,p
2021-06-16,-20000,Bezhotovostní platba,"",platba za tvorbu webových stránek,308,51210005,,tvorba webu pro volby 2021 pravozit.cz Brand Institute,trikolora,platba za tvorbu webovych stranek tvorba webu pro volby 2021 pravozit.cz Brand Institute,p
2021-06-16,-251680,Bezhotovostní platba,"",faktura za mediální služby Trikolora Svobodní Soukromníci,308,21001,,Faktura za mediální Služby firma _CanMedia,trikolora,faktura za medialni sluzby Trikolora Svobodni Soukromnici Faktura za medialni Sluzby firma _CanMedia,p
2021-06-15,1500000,Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet,,,,Převod prostředků na volební výdajový účet,trikolora,Prevod prostredku na volebni vydajovy ucet Prevod prostredku na volebni vydajovy ucet,d
2021-06-15,1e+06,Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet,,,,Převod prostředků na volební výdajový účet,trikolora,Prevod prostredku na volebni vydajovy ucet Prevod prostredku na volebni vydajovy ucet,d
2021-06-09,-36300,Bezhotovostní platba,"",platba za Událost,308,51210001,,platba za Událost tisková konference,trikolora,platba za Udalost platba za Udalost tiskova konference,d
2021-06-09,-250000,Bezhotovostní platba,"","faktura kampaň, sociální sítě, focení",308,51210006,,"faktura kampaň, sociální sítě, focení kandidátů",trikolora,"faktura kampan, socialni site, foceni faktura kampan, socialni site, foceni kandidatu",p
2021-06-09,-3e+05,Bezhotovostní platba,"",Marketingové služby platba,308,51210002,,Marketingové služby platba 05/21 Brand Institute,trikolora,Marketingove sluzby platba Marketingove sluzby platba 05/21 Brand Institute,p
2021-06-09,1e+06,Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet,,,,Převod prostředků na volební výdajový účet,trikolora,Prevod prostredku na volebni vydajovy ucet Prevod prostredku na volebni vydajovy ucet,d
2021-06-01,-36361,Okamžitá odchozí platba,"",Trikolóra,308,51210003,0,Výroba odznaků (Brand Institut s.r.o.),trikolora,Trikolora Vyroba odznaku (Brand Institut s.r.o.),d
2021-06-01,40000,Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet,,,,Převod prostředků na volební výdajový účet,trikolora,Prevod prostredku na volebni vydajovy ucet Prevod prostredku na volebni vydajovy ucet,d
2021-05-06,-12100,Okamžitá odchozí platba,"",Trikolóra,308,20210017,0,Koncept volebního vizuálu (skicovné) (7 Agency ČB s.r.o.),trikolora,Trikolora Koncept volebniho vizualu (skicovne) (7 Agency CB s.r.o.),d
2021-05-06,1000,Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet,,,,Převod prostředků na volební výdajový účet,trikolora,Prevod prostredku na volebni vydajovy ucet Prevod prostredku na volebni vydajovy ucet,d
2021-04-20,-181500,Bezhotovostní platba,"",Trikolóra,308,210100083,0,Zajištění propagace hnutí dle smlouvy (OUR MEDIA a.s.) 04/2021,trikolora,Trikolora Zajisteni propagace hnuti dle smlouvy (OUR MEDIA a.s.) 04/2021,p
2021-04-20,180000,Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební účet,,,,Převod prostředků na volební účet,trikolora,Prevod prostredku na volebni ucet Prevod prostredku na volebni ucet,d
2021-03-17,-181500,Bezhotovostní platba,"",Trikolóra,308,210100055,0,Zajištění bannerů pro propagaci hnutí (OUR MEDIA a.s.),trikolora,Trikolora Zajisteni banneru pro propagaci hnuti (OUR MEDIA a.s.),o
2021-03-17,72000,Platba převodem uvnitř banky,Trikolóra hnutí občanů,převod na transparentní výdajový účet,,,,převod na transparentní výdajový účet,trikolora,prevod na transparentni vydajovy ucet prevod na transparentni vydajovy ucet,d
2021-02-24,-18249.45,Okamžitá odchozí platba,"",Trikolóra pronájem míst pro reklamu kancelář Pardubice,308,9361210198,8,pronájem míst pro reklamu kancelář Pardubice,trikolora,Trikolora pronajem mist pro reklamu kancelar Pardubice pronajem mist pro reklamu kancelar Pardubice,d
2021-02-22,-500,Karetní transakce,"","Nákup: FACEBK *9EY252XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  500.00 CZK",,6981,,"Nákup: FACEBK *9EY252XZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  500.00 CZK",trikolora,"Nakup: FACEBK *9EY252XZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, castka 500.00 CZK Nakup: FACEBK *9EY252XZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, castka 500.00 CZK",f
