"date","amount","type","contra_account_name","message_for_recipient","ks","vs","ss","note"
"30.04.2021",-8550.81,"Karetní transakce","","Nákup: FACEBK *HQYSL37VF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.4.2021, částka  8550.81 CZK",NA,8267,NA,"Nákup: FACEBK *HQYSL37VF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.4.2021, částka  8550.81 CZK"
"29.04.2021",-4000,"Bezhotovostní platba","","pp#15791 FO 1022/2021, jhc:p, medialni-cinnost-clanky-do-koalicnich-listu, radek-galis",NA,122021,42021,"pp#15791 FO 1022/2021, jhc:p, medialni-cinnost-clanky-do-koalicnich-listu, radek-galis"
"29.04.2021",-5000,"Bezhotovostní platba","","pp#15743 FO 978/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202103, ondrejtuma",NA,20210006,NA,"pp#15743 FO 978/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202103, ondrejtuma"
"29.04.2021",-3000,"Karetní transakce","","Nákup: FACEBK *B2YXJ43WJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 28.4.2021, částka  3000.00 CZK",NA,8267,NA,"Nákup: FACEBK *B2YXJ43WJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 28.4.2021, částka  3000.00 CZK"
"27.04.2021",-30000,"Bezhotovostní platba","","pp#15780 FO 1014/2021, cen:vs, vyroba-animovaneho-videa, fantastz-sro",NA,2,42021,"pp#15780 FO 1014/2021, cen:vs, vyroba-animovaneho-videa, fantastz-sro"
"27.04.2021",-500,"Bezhotovostní platba","","pp#15768 FO 1003/2021, pha:p, spravni-poplatek-p10-zabor-pro-kampan, michal-hrib",NA,1110604490,42021,"pp#15768 FO 1003/2021, pha:p, spravni-poplatek-p10-zabor-pro-kampan, michal-hrib"
"27.04.2021",-8000,"Bezhotovostní platba","","pp#15766 FO 1001/2021, pha:p, fotografie-olgy-richterove-a-jana-laciny-pro-prezentacni-ucely, michael-kratochvil",NA,15,42021,"pp#15766 FO 1001/2021, pha:p, fotografie-olgy-richterove-a-jana-laciny-pro-prezentacni-ucely, michael-kratochvil"
"27.04.2021",-800,"Bezhotovostní platba","","pp#15772 FO 1007/2021, cen:vs, zakazka-csu, cesky-statisticky-urad-org-sl-statu",NA,27321,42021,"pp#15772 FO 1007/2021, cen:vs, zakazka-csu, cesky-statisticky-urad-org-sl-statu"
"27.04.2021",-8000,"Bezhotovostní platba","","pp#15770 FO 1005/2021, plk:p, fotografovani-a-postprodukce-fotografii, mgr-michal-poustka",NA,202113,42021,"pp#15770 FO 1005/2021, plk:p, fotografovani-a-postprodukce-fotografii, mgr-michal-poustka"
"27.04.2021",-4400,"Bezhotovostní platba","","pp#15728 FO 964/2021, jhm:p, kadernice-na-foceni-kandidatu, huy-tran",NA,2021001,42021,"pp#15728 FO 964/2021, jhm:p, kadernice-na-foceni-kandidatu, huy-tran"
"24.04.2021",-4217.22,"Karetní transakce","","Nákup: FACEBK *M8BUZ5KSG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.4.2021, částka  4217.22 CZK",NA,6835,NA,"Nákup: FACEBK *M8BUZ5KSG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.4.2021, částka  4217.22 CZK"
"23.04.2021",-500,"Okamžitá odchozí platba","","pp#15757 FO 992/2021, pak:p, paletova-lavicka-policka, meu-policka-stavebni-urad",558,9606002013,42021,"pp#15757 FO 992/2021, pak:p, paletova-lavicka-policka, meu-policka-stavebni-urad"
"22.04.2021",-5986,"Karetní transakce","","Nákup: IKEA Praha Zlicin,  IKEA Praha Zlicin, Praha 5, 15500, CZE, dne 21.4.2021, částka  5986.00 CZK",NA,8267,NA,"Nákup: IKEA Praha Zlicin,  IKEA Praha Zlicin, Praha 5, 15500, CZE, dne 21.4.2021, částka  5986.00 CZK"
"21.04.2021",-7000,"Bezhotovostní platba","","pp#15744 FO 979/2021, cen:mo, proplaceni-copyrighting-202103, andreamadlova",NA,20210001,NA,"pp#15744 FO 979/2021, cen:mo, proplaceni-copyrighting-202103, andreamadlova"
"21.04.2021",-4000,"Bezhotovostní platba","","pp#15740 FO 975/2021, kvk:p, foceni-kandidatu-vizazistka, romana-poplsteinova",308,2109,42021,"pp#15740 FO 975/2021, kvk:p, foceni-kandidatu-vizazistka, romana-poplsteinova"
"21.04.2021",-644.72,"Bezhotovostní platba","","pp#15719 FO 955/2021, msk:p, 2021-fb-reklama-duben, jakub-dedek",NA,955,NA,"pp#15719 FO 955/2021, msk:p, 2021-fb-reklama-duben, jakub-dedek"
"21.04.2021",-20000,"Karetní transakce","","Nákup: FACEBK *FY7N44TVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.4.2021, částka  20000.00 CZK",NA,8267,NA,"Nákup: FACEBK *FY7N44TVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.4.2021, částka  20000.00 CZK"
"20.04.2021",-9,"Poplatek - platební karta","","Poplatek - dotaz na zůstatek v ATM: CSOB 2446 LYSA N.L, Lysa nad Labe, CZE, dne 19.4.2021",NA,6835,NA,"Poplatek - dotaz na zůstatek v ATM: CSOB 2446 LYSA N.L, Lysa nad Labe, CZE, dne 19.4.2021"
"19.04.2021",-100000,"Platba převodem uvnitř banky","","Dar Prof.MUDr.Zdeněk Malý - zaslán na chybný účet, převod na darovací účet",NA,NA,NA,"Dar Prof.MUDr.Zdeněk Malý - zaslán na chybný účet, převod na darovací účet"
"19.04.2021",-7500,"Okamžitá odchozí platba","","pp#15721 FO 957/2021, jhc:p, odmena-simon-blaschko-brezen, simon-blaschko",NA,20210003,42021,"pp#15721 FO 957/2021, jhc:p, odmena-simon-blaschko-brezen, simon-blaschko"
"19.04.2021",-9000,"Karetní transakce","","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.4.2021, částka  9000.00 CZK",NA,8267,NA,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.4.2021, částka  9000.00 CZK"
"19.04.2021",-20000,"Karetní transakce","","Nákup: FACEBK *BQ3MH3PNY2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 17.4.2021, částka  20000.00 CZK",NA,8267,NA,"Nákup: FACEBK *BQ3MH3PNY2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 17.4.2021, částka  20000.00 CZK"
"17.04.2021",-3000,"Karetní transakce","","Nákup: FACEBK *HUJQH37VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.4.2021, částka  3000.00 CZK",NA,8267,NA,"Nákup: FACEBK *HUJQH37VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.4.2021, částka  3000.00 CZK"
"16.04.2021",-15000,"Bezhotovostní platba","","pp#15718 FO 954/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova",308,20210014,NA,"pp#15718 FO 954/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova"
"16.04.2021",-15000,"Bezhotovostní platba","","pp#15717 FO 953/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer",NA,202105,NA,"pp#15717 FO 953/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer"
"16.04.2021",-277777.78,"Bezhotovostní platba","","pp#15716 FO 952/2021, cen:vs, marketingove-sluzby-v-ramci-predvolebni-kampane-piratu-a-stan-vol-2, beefbrothers-sro",NA,4721,42021,"pp#15716 FO 952/2021, cen:vs, marketingove-sluzby-v-ramci-predvolebni-kampane-piratu-a-stan-vol-2, beefbrothers-sro"
"16.04.2021",-2867,"Platba převodem uvnitř banky","","pp#15708 FO 944/2021, cen:vs, nakup-2ks-hodin, internet-mall-as",NA,20210020,42021,"pp#15708 FO 944/2021, cen:vs, nakup-2ks-hodin, internet-mall-as"
"16.04.2021",-3326.4,"Karetní transakce","","Nákup: GOPAY  *OFFICEDEPOT.CZ,  Florianova 2461, https://offic, 25301, CZE, dne 15.4.2021, částka  3326.40 CZK",NA,8267,NA,"Nákup: GOPAY  *OFFICEDEPOT.CZ,  Florianova 2461, https://offic, 25301, CZE, dne 15.4.2021, částka  3326.40 CZK"
"16.04.2021",-6000,"Karetní transakce","","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, částka  6000.00 CZK",NA,8267,NA,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, částka  6000.00 CZK"
"16.04.2021",-1500,"Karetní transakce","","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, částka  1500.00 CZK",NA,8267,NA,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.4.2021, částka  1500.00 CZK"
"15.04.2021",-17000,"Bezhotovostní platba","","pp#15706 FO 942/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202103, ivanahlusickova",NA,2210007,NA,"pp#15706 FO 942/2021, cen:mo, proplaceni-zastupce-vedouciho-odpovidacu-ivana-hlusickova-202103, ivanahlusickova"
"15.04.2021",-5000,"Bezhotovostní platba","","pp#15705 FO 941/2021, cen:vs, podpurna-cinnost-souvisejici-s-tvorbou-celostatnich-politik-piratu-brezen-2021, daniel-galuszka",NA,20210012,42021,"pp#15705 FO 941/2021, cen:vs, podpurna-cinnost-souvisejici-s-tvorbou-celostatnich-politik-piratu-brezen-2021, daniel-galuszka"
"15.04.2021",-55000,"Bezhotovostní platba","","pp#15704 FO 940/2021, stc:p, odmena-pr-managera-32021, ondrej-petr",NA,202029,NA,"pp#15704 FO 940/2021, stc:p, odmena-pr-managera-32021, ondrej-petr"
"15.04.2021",-55000,"Bezhotovostní platba","","pp#15703 FO 939/2021, stc:p, odmena-pr-managera-22021, ondrej-petr",NA,202028,NA,"pp#15703 FO 939/2021, stc:p, odmena-pr-managera-22021, ondrej-petr"
"15.04.2021",-55000,"Bezhotovostní platba","","pp#15702 FO 938/2021, stc:p, odmena-pr-managera-12021, ondrej-petr",NA,202027,NA,"pp#15702 FO 938/2021, stc:p, odmena-pr-managera-12021, ondrej-petr"
"15.04.2021",-43500,"Bezhotovostní platba","","pp#15658 FO 894/2021, cen:mo, proplaceni-analyticka-psavkyne-202103, veronikasmidova",NA,20210002,NA,"pp#15658 FO 894/2021, cen:mo, proplaceni-analyticka-psavkyne-202103, veronikasmidova"
"14.04.2021",-1,"Okamžitá odchozí platba","","Prosim pane doktore kontaktujte me na ales.krupa@pirati.cz kvuli identifikaci daru",NA,1442021,NA,"Prosim pane doktore kontaktujte me na ales.krupa@pirati.cz kvuli identifikaci daru"
"14.04.2021",-113740,"Bezhotovostní platba","","pp#15698 FO 934/2021, cen:vs, realizace-koalicniho-webu-1-splatka, michal-bohac",NA,210100019,42021,"pp#15698 FO 934/2021, cen:vs, realizace-koalicniho-webu-1-splatka, michal-bohac"
"14.04.2021",-5324,"Bezhotovostní platba","","pp#15692 FO 928/2021, cen:vs, mobilboard-pro-jihocesky-kraj-stan, mobilboard-sro",308,212900023,42021,"pp#15692 FO 928/2021, cen:vs, mobilboard-pro-jihocesky-kraj-stan, mobilboard-sro"
"14.04.2021",-822,"Bezhotovostní platba","","pp#15691 FO 927/2021, jhm:p, doprava-fotografa-nikola-vlckova, nikola-vlckova",NA,927,NA,"pp#15691 FO 927/2021, jhm:p, doprava-fotografa-nikola-vlckova, nikola-vlckova"
"14.04.2021",-417,"Bezhotovostní platba","","pp#15690 FO 926/2021, jhm:p, doprava-fotografa-tomas-spacil, tomas-spacil",NA,926,NA,"pp#15690 FO 926/2021, jhm:p, doprava-fotografa-tomas-spacil, tomas-spacil"
"14.04.2021",-500,"Bezhotovostní platba","","pp#15663 FO 901/2021, ulk:p, trojnozka-louny, mestsky-urad-louny",NA,1361403040,42021,"pp#15663 FO 901/2021, ulk:p, trojnozka-louny, mestsky-urad-louny"
"14.04.2021",-34500,"Platba převodem uvnitř banky","","pp#15662 FO 898/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202103, luboskudlacek",NA,202110,NA,"pp#15662 FO 898/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202103, luboskudlacek"
"13.04.2021",-1118.24,"Bezhotovostní platba","","pp#15680 FO 916/2021, pha_praha9:p, naklady-facebook-reklama-q12021, vaclav-vislous",NA,916,NA,"pp#15680 FO 916/2021, pha_praha9:p, naklady-facebook-reklama-q12021, vaclav-vislous"
"13.04.2021",-8500,"Bezhotovostní platba","","pp#15678 FO 914/2021, khk:p, graficke-prace-pro-ks-khk, michal-cepelka",NA,72021,NA,"pp#15678 FO 914/2021, khk:p, graficke-prace-pro-ks-khk, michal-cepelka"
"13.04.2021",-32000,"Bezhotovostní platba","","pp#15676 FO 912/2021, pha:p, proplaceni-sprava-socialnich-medii-ks-praha-202103, tomasvovsik",NA,20210007,42021,"pp#15676 FO 912/2021, pha:p, proplaceni-sprava-socialnich-medii-ks-praha-202103, tomasvovsik"
"13.04.2021",-35000,"Bezhotovostní platba","","pp#15555 FO 799/2021, olk:p, proplaceni-pr-manager-josef-indra-202103, josefindra",NA,20210401,NA,"pp#15555 FO 799/2021, olk:p, proplaceni-pr-manager-josef-indra-202103, josefindra"
"13.04.2021",-413,"Karetní transakce","","Nákup: FACEBK *XUNPM37XY2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.4.2021, částka  413.00 CZK",NA,8267,NA,"Nákup: FACEBK *XUNPM37XY2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.4.2021, částka  413.00 CZK"
"13.04.2021",-2108.49,"Karetní transakce","","Nákup: FACEBK *L57FE37VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.4.2021, částka  2108.49 CZK",NA,8267,NA,"Nákup: FACEBK *L57FE37VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.4.2021, částka  2108.49 CZK"
"12.04.2021",-4840,"Bezhotovostní platba","","pp#15673 FO 909/2021, pha:p, reklamy-na-socialnich-sitich-brezen-2021-2, tomas-vovsik",NA,37621155,NA,"pp#15673 FO 909/2021, pha:p, reklamy-na-socialnich-sitich-brezen-2021-2, tomas-vovsik"
"12.04.2021",-1170,"Bezhotovostní platba","","pp#15664 FO 902/2021, pak:p, cestovne-foceni-kandidatu, martin-saifrt",NA,258811,42021,"pp#15664 FO 902/2021, pak:p, cestovne-foceni-kandidatu, martin-saifrt"
"12.04.2021",-3000,"Karetní transakce","","Nákup: FACEBK *56ED24TVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 10.4.2021, částka  3000.00 CZK",NA,8267,NA,"Nákup: FACEBK *56ED24TVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 10.4.2021, částka  3000.00 CZK"
"09.04.2021",-6650,"Bezhotovostní platba","","pp#15638 FO 877/2021, cen:mo, ppc-brezen, dean-brabec",NA,20210014,NA,"pp#15638 FO 877/2021, cen:mo, ppc-brezen, dean-brabec"
"09.04.2021",-40000,"Platba převodem uvnitř banky","","pp#15596 FO 839/2021, vys:p, proplaceni-prikazni-smlouva-prmm-jiri-svoboda-202103, jirisvobodahb",308,20210007,NA,"pp#15596 FO 839/2021, vys:p, proplaceni-prikazni-smlouva-prmm-jiri-svoboda-202103, jirisvobodahb"
"09.04.2021",-5551,"Bezhotovostní platba","","pp#15576 FO 820/2021, khk:p, propagace-ks-32021, alena-valentova",NA,604202101,NA,"pp#15576 FO 820/2021, khk:p, propagace-ks-32021, alena-valentova"
"09.04.2021",-3000,"Karetní transakce","","Nákup: FACEBK *Z6A2843VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.4.2021, částka  3000.00 CZK",NA,8267,NA,"Nákup: FACEBK *Z6A2843VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.4.2021, částka  3000.00 CZK"
"08.04.2021",-30000,"Platba převodem uvnitř banky","","pp#15642 FO 881/2021, zlk:p, proplaceni-prikazni-smlouva-medialni-specialistky-zlk-202103, lucie_svehlikova",308,20210401,NA,"pp#15642 FO 881/2021, zlk:p, proplaceni-prikazni-smlouva-medialni-specialistky-zlk-202103, lucie_svehlikova"
"08.04.2021",-20000,"Bezhotovostní platba","","pp#15637 FO 876/2021, msk:p, proplaceni-vedouci-mo-msk-202103, zuzanaklusova",NA,202109,NA,"pp#15637 FO 876/2021, msk:p, proplaceni-vedouci-mo-msk-202103, zuzanaklusova"
"08.04.2021",-21000,"Bezhotovostní platba","","pp#15634 FO 873/2021, khk:p, pr-a-textove-prace-3_2021, veronika-volejnikova",NA,202102,NA,"pp#15634 FO 873/2021, khk:p, pr-a-textove-prace-3_2021, veronika-volejnikova"
"08.04.2021",-500,"Bezhotovostní platba","","pp#15440 FO 694/2021, jhm:p, spravni-poplatek, urad-mestske-casti-mesta-brna-brno-stred",308,1260000604,42021,"pp#15440 FO 694/2021, jhm:p, spravni-poplatek, urad-mestske-casti-mesta-brna-brno-stred"
"08.04.2021",-3000,"Karetní transakce","","Nákup: FACEBK *QD9YZ33WJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.4.2021, částka  3000.00 CZK",NA,8267,NA,"Nákup: FACEBK *QD9YZ33WJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.4.2021, částka  3000.00 CZK"
"07.04.2021",-35000,"Bezhotovostní platba","","pp#15619 FO 860/2021, cen:ft, prace-volebniho-koordinatora-a-cestovni-naklady-brezen-2021, jakub-sich",NA,32021,333,"pp#15619 FO 860/2021, cen:ft, prace-volebniho-koordinatora-a-cestovni-naklady-brezen-2021, jakub-sich"
"07.04.2021",-20000,"Bezhotovostní platba","","pp#15618 FO 859/2021, cen:ft, odborne-analyzy-za-mesic-brezen-2021, david-pergl",NA,202103,333,"pp#15618 FO 859/2021, cen:ft, odborne-analyzy-za-mesic-brezen-2021, david-pergl"
"07.04.2021",-20000,"Bezhotovostní platba","","pp#15617 FO 858/2021, cen:ft, medialni-poradenstvi-za-mesic-brezen-2021, tomas-pergl",NA,202106,333,"pp#15617 FO 858/2021, cen:ft, medialni-poradenstvi-za-mesic-brezen-2021, tomas-pergl"
"07.04.2021",-12100,"Platba převodem uvnitř banky","","pp#15616 FO 857/2021, cen:ft, pr-sluzby-pro-hejtmana-petra-kulhanka-stan-karlovarsky-kraj, petr-nutil",NA,20210022,333,"pp#15616 FO 857/2021, cen:ft, pr-sluzby-pro-hejtmana-petra-kulhanka-stan-karlovarsky-kraj, petr-nutil"
"07.04.2021",-50000,"Bezhotovostní platba","","pp#15614 FO 855/2021, cen:ft, sluzby-administrativni-cinnosti-brezen-2021, filip-reinohl",NA,20210009,333,"pp#15614 FO 855/2021, cen:ft, sluzby-administrativni-cinnosti-brezen-2021, filip-reinohl"
"07.04.2021",-7000,"Platba převodem uvnitř banky","","pp#15612 FO 853/2021, cen:ft, pr-sluzby-pro-hejtmana-p-kulhanka-brezen-2021, petr-slezak",NA,20210016,333,"pp#15612 FO 853/2021, cen:ft, pr-sluzby-pro-hejtmana-p-kulhanka-brezen-2021, petr-slezak"
"07.04.2021",-30000,"Bezhotovostní platba","","pp#15611 FO 852/2021, cen:ft, medialni-a-politicke-poradenstvi-analyticke-sluzby-brezen, jan-nemec",NA,202106,333,"pp#15611 FO 852/2021, cen:ft, medialni-a-politicke-poradenstvi-analyticke-sluzby-brezen, jan-nemec"
"07.04.2021",-35000,"Bezhotovostní platba","","pp#15610 FO 851/2021, cen:ft, graficke-prace-mesic-brezen, petra-susserova",NA,20210015,333,"pp#15610 FO 851/2021, cen:ft, graficke-prace-mesic-brezen, petra-susserova"
"07.04.2021",-2000,"Bezhotovostní platba","","pp#15609 FO 850/2021, cen:ft, sprava-fb-profilu-t-hrebika-brezen-2021, tomas-nakladal",NA,2021004,333,"pp#15609 FO 850/2021, cen:ft, sprava-fb-profilu-t-hrebika-brezen-2021, tomas-nakladal"
"07.04.2021",-20000,"Platba převodem uvnitř banky","","pp#15608 FO 849/2021, cen:ft, pr-hejtmana-olomouckeho-kraje-brezen-2021, lukas-bloksa",NA,20210004,333,"pp#15608 FO 849/2021, cen:ft, pr-hejtmana-olomouckeho-kraje-brezen-2021, lukas-bloksa"
"07.04.2021",-35000,"Platba převodem uvnitř banky","","pp#15460 FO 706/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202102, luboskudlacek",NA,202108,NA,"pp#15460 FO 706/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202102, luboskudlacek"
"07.04.2021",-45000,"Bezhotovostní platba","","pp#15615 FO 856/2021, pha:p, proplaceni-volebni-produkce-ks-praha-202103, oskarrejchrt",NA,20210003,42021,"pp#15615 FO 856/2021, pha:p, proplaceni-volebni-produkce-ks-praha-202103, oskarrejchrt"
"07.04.2021",-6000,"Bezhotovostní platba","","pp#15607 FO 848/2021, cen:ft, sprava-fb-stan-praha-copywriting-brezen, simon-ornest",NA,9,333,"pp#15607 FO 848/2021, cen:ft, sprava-fb-stan-praha-copywriting-brezen, simon-ornest"
"07.04.2021",-32000,"Bezhotovostní platba","","pp#15578 FO 822/2021, pha:p, proplaceni-prikazni-smlouva-martin-sterba-socialni-site-2021-202103, martinsterba",308,20210019,42021,"pp#15578 FO 822/2021, pha:p, proplaceni-prikazni-smlouva-martin-sterba-socialni-site-2021-202103, martinsterba"
"07.04.2021",-50000,"Bezhotovostní platba","","pp#15577 FO 821/2021, pha:p, proplaceni-rizeni-volebni-kampane-ks-praha-202103, laureenhollge",NA,20210005,42021,"pp#15577 FO 821/2021, pha:p, proplaceni-rizeni-volebni-kampane-ks-praha-202103, laureenhollge"
"07.04.2021",-50000,"Bezhotovostní platba","","pp#15602 FO 843/2021, cen:vs, proplaceni-centralni-volebni-manazer-pavel-gruber-brezen-2021, pavelgruber",NA,2,42021,"pp#15602 FO 843/2021, cen:vs, proplaceni-centralni-volebni-manazer-pavel-gruber-brezen-2021, pavelgruber"
"07.04.2021",-29040,"Bezhotovostní platba","","pp#15590 FO 833/2021, plk:p, medialni-spojka-0321, mgr-libor-janicek",NA,22021,NA,"pp#15590 FO 833/2021, plk:p, medialni-spojka-0321, mgr-libor-janicek"
"07.04.2021",-31250,"Bezhotovostní platba","","pp#15547 FO 791/2021, jhm:p, odmena-magda-koutska-pr-jmk, magda-koutska",NA,21040001,0,"pp#15547 FO 791/2021, jhm:p, odmena-magda-koutska-pr-jmk, magda-koutska"
"07.04.2021",-18750,"Bezhotovostní platba","","pp#15546 FO 790/2021, jhm:p, odmena-linda-hrubesova-pr-jmk, linda-hrubesova",NA,20213,0,"pp#15546 FO 790/2021, jhm:p, odmena-linda-hrubesova-pr-jmk, linda-hrubesova"
"07.04.2021",-27500,"Bezhotovostní platba","","pp#15545 FO 789/2021, cen:vs, najemne-volebni-stab-duben-2021, balliswyl-ii-as",NA,210100078,42021,"pp#15545 FO 789/2021, cen:vs, najemne-volebni-stab-duben-2021, balliswyl-ii-as"
"07.04.2021",-3630,"Bezhotovostní platba","","pp#15537 FO 781/2021, msk:p, 2021-medialni-tym-msk-reklama-brezen, jakub-dedek",NA,7812021,NA,"pp#15537 FO 781/2021, msk:p, 2021-medialni-tym-msk-reklama-brezen, jakub-dedek"
"07.04.2021",-1050,"Bezhotovostní platba","","pp#15522 FO 766/2021, cen:mo, sprava-ppc-kampani-google-ads-brezen, andrea-zelingrova",NA,20210024,NA,"pp#15522 FO 766/2021, cen:mo, sprava-ppc-kampani-google-ads-brezen, andrea-zelingrova"
"07.04.2021",-41200,"Bezhotovostní platba","","pp#15559 FO 803/2021, pha:p, proplaceni-media-manazer-pro-ks-praha-michal-polak-202103, michalpolak",NA,20210004,NA,"pp#15559 FO 803/2021, pha:p, proplaceni-media-manazer-pro-ks-praha-michal-polak-202103, michalpolak"
"07.04.2021",-40000,"Platba převodem uvnitř banky","","pp#15525 FO 769/2021, cen:mo, proplaceni-junior-mo-202103, alesvopat",NA,20210006,NA,"pp#15525 FO 769/2021, cen:mo, proplaceni-junior-mo-202103, alesvopat"
"07.04.2021",-43500,"Bezhotovostní platba","","pp#15516 FO 760/2021, cen:mo, proplaceni-analytik-psavec-202102, jakubdusanek",NA,2021002,NA,"pp#15516 FO 760/2021, cen:mo, proplaceni-analytik-psavec-202102, jakubdusanek"
"07.04.2021",-12100,"Bezhotovostní platba","","pp#15544 FO 788/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-duben-2021, balliswyl-ii-as",NA,210800054,42021,"pp#15544 FO 788/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-duben-2021, balliswyl-ii-as"
"07.04.2021",-43487.4,"Bezhotovostní platba","","pp#15541 FO 785/2021, khk:p, zalohova-faktura-outdoor-barth, barth-reklamka-as",NA,210004,42021,"pp#15541 FO 785/2021, khk:p, zalohova-faktura-outdoor-barth, barth-reklamka-as"
"07.04.2021",-35000,"Bezhotovostní platba","","pp#15535 FO 779/2021, msk:p, proplaceni-medialni-koordinator-202103, janaozanova",NA,202103,NA,"pp#15535 FO 779/2021, msk:p, proplaceni-medialni-koordinator-202103, janaozanova"
"07.04.2021",-48400,"Platba převodem uvnitř banky","","pp#15523 FO 767/2021, cen:vs, strategicke-poradenstvi-unor, tomas-mrkvicka",NA,20210019,42021,"pp#15523 FO 767/2021, cen:vs, strategicke-poradenstvi-unor, tomas-mrkvicka"
"07.04.2021",-40000,"Okamžitá odchozí platba","","pp#15499 FO 744/2021, cen:vv, proplaceni-volebni-koordinator-202103, pavelstepanek",NA,3,NA,"pp#15499 FO 744/2021, cen:vv, proplaceni-volebni-koordinator-202103, pavelstepanek"
"06.04.2021",237100,"Platba převodem uvnitř banky","STAROSTOVÉ A NEZÁVISLÍ","STAN - převod prostředků na volební účet",NA,NA,NA,"STAN - převod prostředků na volební účet"
"06.04.2021",-11630,"Bezhotovostní platba","","pp#15568 FO 812/2021, cen:kanc, dph-identifikovana-osoba-brezen-2021, financni-urad-praha-2",NA,71339698,NA,"pp#15568 FO 812/2021, cen:kanc, dph-identifikovana-osoba-brezen-2021, financni-urad-praha-2"
"06.04.2021",-617.11,"Bezhotovostní platba","","pp#15563 FO 807/2021, cen:vs, internet-za-obdobi-22021, airwaynet-as",NA,25947,42021,"pp#15563 FO 807/2021, cen:vs, internet-za-obdobi-22021, airwaynet-as"
"06.04.2021",-2468.4,"Bezhotovostní platba","","pp#15384 FO 642/2021, cen:vs, internet-za-obdobi-32021, airwaynet-as",NA,25947,42021,"pp#15384 FO 642/2021, cen:vs, internet-za-obdobi-32021, airwaynet-as"
